MACRO;UF;REGIAO_TURISTICA;MUNICIPIO;COD_IBGE;QUANTIDADE_EMPREGOS;QUANTIDADE_ESTABELECIMENTOS;QUANTIDADE_VISITAS_ESTIMADAS_INTERNACIONAL;QUANTIDADE_VISITAS_ESTIMADAS_NACIONAL;ARRECADACAO;CLUSTER
Nordeste;PE;ENGENHOS E MARACATUS;Aliança;2600708;5;1;0;4.542; R$ -   ;D
Nordeste;PE;TERRITÓRIO DA POESIA E DA CANTORIA;Itapetim;2607703;0;0;0;3.499; R$ -   ;D
Nordeste;PE;ENGENHOS E MARACATUS;Lagoa do Carro;2608453;3;2;0;15.408; R$ -   ;D
Nordeste;PE;SERRAS E ARTES DE PERNAMBUCO;Moreno;2609402;22;1;0;9.692; R$ -   ;D
Nordeste;PE;ENGENHOS E MARACATUS;Nazaré da Mata;2609501;3;1;0;19.659; R$ -   ;D
Nordeste;PE;SERRAS E ARTES DE PERNAMBUCO;Sairé;2612000;45;1;0;756; R$ -   ;D
Nordeste;PE;ENGENHOS E MARACATUS;Tracunhaém;2615508;0;0;0;4.846; R$ -   ;D
Sul;PR;Ecoaventuras, Histórias e Sabores;Campo Mourão;4104303;170;14;1.583;99.147;R$1.409.295,00;B
Nordeste;SE;Polo Velho Chico;Itabi;2803104;0;0;0;0; R$ -   ;D
Sudeste;SP;Entre Rios, Serras  e Cafés.;Casa Branca;3510807;10;2;176;0; R$ -   ;D
Sudeste;MG;Pedras Preciosas;Francisco Badaró;3126505;0;0;0;0; R$ -   ;D
Sudeste;MG;Caminhos da Mantiqueira;Itajubá;3132404;131;15;2.471;121.365;R$947.498,00;B
Sudeste;MG;Ouro;Santa Bárbara;3157203;62;6;293;0;R$876.056,00;C
Nordeste;PE;ENGENHOS E MARACATUS;Timbaúba;2615300;16;3;108;36.890; R$ -   ;D
Nordeste;RN;Polo Serrano;Lucrécia;2406908;0;0;64;0; R$ -   ;D
Sul;SC;Caminho dos Príncipes;Itapoá;4208450;23;11;4.933;242.670;R$125.601,00;B
Sudeste;SP;Águas e Flores Paulista;Lindóia;3527009;13;5;102;23.374; R$ -   ;D
Sul;PR;Vale do Ivaí;Ivaiporã;4111506;31;5;349;58.786; R$ -   ;C
Sudeste;RJ;SERRA VERDE IMPERIAL;Cachoeiras de Macacu;3300803;32;11;82;0;R$267.227,00;C
Sudeste;RJ;VALE DO CAFÉ;Paracambi;3303609;25;4;276;35.814; R$ -   ;C
Sudeste;RJ;COSTA VERDE;Paraty;3303807;967;179;127.665;404.233;R$11.915.739,00;A
Sudeste;RJ;BAIXADA VERDE;Queimados;3304144;13;1;116;0; R$ -   ;D
Sudeste;RJ;AGULHAS NEGRAS;Resende;3304201;347;24;4.897;142.391;R$2.703.529,00;B
Centro-Oeste;GO;Região Turística Vale do Araguaia;São Miguel do Araguaia;5220207;28;10;438;45.201;R$497.079,00;C
Nordeste;MA;Polo Floresta dos Guarás;Bequimão;2101905;0;0;0;5.092; R$ -   ;D
Sudeste;MG;Lago de Três Marias;Tiros;3168903;2;2;182;7.914; R$ -   ;D
Centro-Oeste;MT;Associação de Turismo da Região Circuito das Águas - Aturcira;Nobres;5105903;27;15;82;11.606;R$74.280,00;C
Nordeste;PE;FÉ E ARTE;Arcoverde;2601201;177;13;472;141.213; R$ -   ;B
Nordeste;PE;FÉ E ARTE;Belo Jardim;2601706;56;5;132;84.512; R$ -   ;C
Nordeste;PE;FÉ E ARTE;Pesqueira;2610905;55;7;358;38.929; R$ -   ;C
Nordeste;PE;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;Petrolina;2611101;319;29;5.140;168.301;R$2.744.406,00;B
Sul;PR;Norte Pioneiro;Jacarezinho;4111803;30;3;141;1.305; R$ -   ;D
Sudeste;RJ;CAMINHOS DA MATA;Rio Bonito;3304300;27;7;276;50.303; R$ -   ;C
Sudeste;RJ;CAMINHOS DA SERRA;Trajano de Moraes;3305901;0;0;0;12.051; R$ -   ;D
Sudeste;RJ;VALE DO CAFÉ;Volta Redonda;3306305;225;17;4.533;36.349;R$736.029,00;B
Nordeste;RN;Polo Serrano;Apodi;2401008;8;2;0;66.870; R$ -   ;C
Nordeste;RN;Polo Costa das Dunas;Nísia Floresta;2408201;19;5;60;4.647; R$ -   ;D
Sul;RS;Hortênsias;Gramado;4309100;2.758;163;39.774;959.445;R$60.905.220,00;A
Sul;RS;Litoral Norte Gaúcho;Torres;4321501;491;43;90.900;354.626;R$2.802.456,00;B
Sudeste;SP;Costa da Mata Atlântica;Praia Grande;3541000;110;21;3.851;1.294.998;R$2.091.663,00;A
Sul;PR;Campos Gerais;Tibagi;4127502;38;8;149;12.354;R$348.812,00;C
Norte;RO;POLO TURÍSTICO VALE DO GUAPORÉ;Cabixi;1100031;4;2;0;0; R$ -   ;D
Norte;RO;Polo Turistico Madeira Mamoré;Candeias do Jamari;1100809;18;3;0;0; R$ -   ;D
Sudeste;MG;Urucuia Grande Sertão;Arinos;3104502;7;2;102;47.140; R$ -   ;C
Sul;RS;Rota Águas e Pedras;Frederico Westphalen;4308508;39;7;2.367;17.011;R$412.689,00;C
Sul;RS;Hortênsias;Nova Petrópolis;4313201;108;15;2.676;46.896;R$1.264.152,00;C
Sul;RS;Campos de Cima da Serra;Vacaria;4322509;104;16;10.208;141.203;R$727.315,00;B
Nordeste;SE;Polo Costa dos Coqueirais;Barra dos Coqueiros;2800605;196;3;0;17.067; R$ -   ;C
Nordeste;PE;MODA E ECOTURISMO;Jataúba;2608008;2;1;0;0; R$ -   ;D
Sudeste;MG;Veredas do Paraopeba;Contagem;3118601;250;23;1.588;40.874;R$4.539.428,00;B
Sul;PR;Rotas do Pinhão;Curitiba;4106902;3.445;185;190.705;3.868.494;R$73.783.627,00;A
Sul;RS;Hortênsias;Canela;4304408;564;48;9.350;147.149;R$5.492.866,00;B
Sudeste;SP;Bem Viver;Campinas;3509502;1.811;83;71.490;1.265.590;R$40.808.552,00;A
Sudeste;SP;Circuito das Frutas;Itupeva;3524006;122;4;1.043;44.370; R$ -   ;C
Sudeste;SP;Serra do Itaqueri;Limeira;3526902;186;13;4.939;91.492;R$2.251.008,00;B
Sudeste;SP;Entre Rios;Santa Fé do Sul;3546603;60;10;399;113.141;R$272.410,00;C
Norte;TO;Vale dos Grandes Rios;Xambioá;1722107;9;2;0;0; R$ -   ;D
Norte;TO;Serras Gerais;Pindorama do Tocantins;1717008;0;0;0;11.824; R$ -   ;D
Sul;MS;Caminhos da Natureza / Cone Sul;Mundo Novo;5005681;47;9;207;51.821; R$ -   ;C
Sudeste;MG;Diamantes;Rio Vermelho;3156007;7;1;0;0; R$ -   ;D
Sudeste;MG;Nascentes das Gerais e Canastra;São Roque de Minas;3164308;14;3;562;4.510; R$ -   ;D
Sudeste;MG;Nascentes das Gerais e Canastra;Tapira;3168101;1;1;0;0; R$ -   ;D
Sudeste;MG;Serras Verdes do Sul de Minas;Toledo;3169109;1;1;0;0; R$ -   ;D
Sudeste;MG;Pico da Bandeira;Tombos;3169208;6;1;130;8.713; R$ -   ;D
Sudeste;MG;Lago de Três Marias;Três Marias;3169356;97;13;0;23.124;R$548.791,00;C
Sudeste;SP;Coração Paulista;Águas de Santa Bárbara;3500550;34;3;120;36.116; R$ -   ;D
Sudeste;SP;Rios do Vale;Jacareí;3524402;134;15;3.170;133.074;R$968.049,00;B
Sul;PR;Norte do Paraná;Cambé;4103701;19;2;140;3.352;R$587.274,00;D
Norte;RO;POLO TURÍSTICO VALE DO GUAPORÉ;Cerejeiras;1100056;13;4;182;5.049; R$ -   ;D
Nordeste;RN;Polo Agreste/Trairi;Riachuelo;2410900;0;0;0;15.247; R$ -   ;D
Nordeste;RN;Polo Agreste/Trairi;Santo Antônio;2411502;2;1;207;6.430; R$ -   ;D
Sudeste;SP;Tietê Vivo;Barbosa;3505104;0;0;0;0; R$ -   ;D
Centro-Oeste;MT;Região Turística Vale do São Lourenço;Jaciara;5104807;66;12;0;41.298;R$569.343,00;C
Sudeste;SP;Mananciais, Aventura e Arte;São Lourenço da Serra;3549953;1;1;120;0; R$ -   ;D
Nordeste;BA;Costa do Cacau;Una;2932507;478;4;197;18.249; R$ -   ;B
Nordeste;CE;Cariri;Crato;2304202;70;10;554;76.978;R$378.088,00;C
Nordeste;CE;LITORAL LESTE;Fortim;2304459;89;8;677;35.023; R$ -   ;C
Nordeste;CE;Litoral Oeste;Trairi;2313500;155;14;3.977;40.354;R$1.289.604,00;C
Nordeste;CE;Chapada da Ibiapaba;Ubajara;2313609;30;7;570;64.936; R$ -   ;C
Sudeste;ES;Pedras, Pão e Mel;Boa Esperança;3201001;8;1;188;10.411; R$ -   ;D
Sudeste;MG;Trilhas do Rio Doce;Nova Belém;3144672;0;0;0;4.988; R$ -   ;D
Norte;PA;Região Turística do Tocantins;Cametá;1502103;12;4;393;79.563; R$ -   ;C
Sul;PR;Norte Pioneiro;Cornélio Procópio;4106407;332;7;590;13.975;R$4.001.716,00;C
Sul;PR;Norte Pioneiro;Santo Antônio da Platina;4124103;47;8;761;18.833; R$ -   ;C
Norte;TO;Bico do Papagaio;Luzinópolis;1712454;0;0;0;0; R$ -   ;E
Sul;RS;Rota do Rio Uruguai;Campina das Missões;4303707;3;1;0;0; R$ -   ;D
Sudeste;MG;Pico da Bandeira;Manhuaçu;3139409;129;12;800;35.208;R$455.012,00;C
Sudeste;MG;Caminhos do Cerrado;Patrocínio;3148103;117;15;938;48.384;R$1.117.326,00;C
Sudeste;MG;Guimarães Rosa;Pirapora;3151206;76;17;1.287;16.022;R$637.869,00;C
Sudeste;MG;Montanhas e Fé;Ponte Nova;3152105;70;11;50;48.531;R$678.263,00;C
Sudeste;MG;Águas;Três Corações;3169307;50;6;530;39.958;R$311.361,00;C
Sudeste;MG;Veredas do Paraopeba;Itaúna;3133808;68;6;866;45.336;R$715.553,00;C
Sudeste;MG;Serras de Minas;Viçosa;3171303;87;7;3.239;72.740;R$966.199,00;C
Nordeste;PB;Seridó e Curimataú;Picuí;2511400;4;2;97;0; R$ -   ;D
Nordeste;BA;Caminhos do Oeste;Jaborandi;2917359;0;0;0;14.505; R$ -   ;D
Sul;RS;Costa Doce;Camaquã;4303509;29;5;366;40.201; R$ -   ;C
Sul;RS;Costa Doce;Jaguarão;4311007;44;12;1.828;61.472;R$542.891,00;C
Sul;RS;Rota do Rio Uruguai;Santa Rosa;4317202;82;8;1.278;110.191;R$925.611,00;C
Sul;RS;Hortênsias;São Francisco de Paula;4318200;73;13;406;10.056;R$937.118,00;C
Sul;SC;Grande Florianópolis;Santo Amaro da Imperatriz;4215703;260;3;1.197;2.250; R$ -   ;C
Sudeste;SP;Pólo Turístico Cuesta;Botucatu;3507506;105;11;4.123;91.630;R$1.422.904,00;B
Sudeste;SP;Nascentes do Tietê;Guararema;3518305;149;7;919;15.337;R$1.945.775,00;C
Nordeste;MA;Polo Chapada das Mesas;Açailândia;2100055;90;15;765;34.643;R$543.567,00;C
Norte;AC;Caminhos das Aldeias e da Biodiversidade;Sena Madureira;1200500;16;4;0;3.182; R$ -   ;D
Sul;PR;Lagos e Colinas;Laranjeiras do Sul;4113304;45;9;1.625;39.324;R$399.345,00;C
Norte;RR;O Extremo Norte do Brasil;Amajari;1400027;0;0;0;7.564; R$ -   ;D
Sul;RS;Fronteira;Alegrete;4300406;57;8;1.421;93.745;R$602.859,00;C
Sul;SC;Serra Catarinense;Bom Jardim da Serra;4202503;39;6;192;14.890; R$ -   ;C
Sul;RS;Vale Germânico;Novo Hamburgo;4313409;139;13;11.382;99.118;R$2.829.017,00;B
Sul;SC;Costa Verde & Mar;Navegantes;4211306;58;13;3.253;163.822;R$628.509,00;B
Sul;SC;Costa Verde & Mar;Porto Belo;4213500;55;9;13.396;80.218;R$575.841,00;C
Nordeste;SE;Polo Sertão das Águas;Lagarto;2803500;22;6;0;45.118;R$206.889,00;C
Sul;RS;Rota do Yucumã;Santo Augusto;4317806;4;2;0;61.826; R$ -   ;C
Sul;RS;Litoral Norte Gaúcho;Xangri-lá;4323804;21;5;550;64.336; R$ -   ;C
Nordeste;BA;Chapada Diamantina;Campo Formoso;2906006;32;4;237;17.635; R$ -   ;D
Nordeste;CE;Vale do Acaraú;Meruoca;2308203;12;3;0;12.070; R$ -   ;D
Sul;RS;Fronteira;Uruguaiana;4322400;188;20;14.090;67.243;R$2.314.966,00;B
Sul;SC;Vale dos Imigrantes;Fraiburgo;4205506;96;4;369;17.923; R$ -   ;C
Sul;SC;Caminhos do Contestado;Porto União;4213609;26;6;382;48.974; R$ -   ;C
Nordeste;CE;Chapada da Ibiapaba;São Benedito;2312304;15;2;382;72.227; R$ -   ;C
Sudeste;SP;Roteiro dos Bandeirantes;Salto;3545209;53;7;994;45.169; R$ -   ;C
Nordeste;RN;Polo Serrano;Olho-d'Água do Borges;2408409;0;0;0;0; R$ -   ;D
Sudeste;SP;Rios do Vale;São Luís do Paraitinga;3550001;21;7;373;37.158; R$ -   ;C
Sudeste;SP;PONTAL PAULISTA;Teodoro Sampaio;3554300;21;5;182;13.569; R$ -   ;D
Sudeste;MG;Vale Verde e Quedas D'Água;Passa Tempo;3147709;8;1;0;0; R$ -   ;D
Sudeste;MG;Campo das Vertentes;Carmópolis de Minas;3114501;3;1;0;0; R$ -   ;D
Sudeste;MG;Urucuia Grande Sertão;Chapada Gaúcha;3116159;6;3;120;0; R$ -   ;D
Sudeste;MG;Verde - Trilha dos Bandeirantes;Dores do Indaiá;3123205;8;2;75;0; R$ -   ;D
Nordeste;SE;Polo dos Tabuleiros;Aquidabã;2800209;0;0;0;3.461; R$ -   ;D
Sudeste;MG;Mata Atlântica de Minas;Santana do Paraíso;3158953;11;4;0;0; R$ -   ;D
Sudeste;MG;Caminhos da Mantiqueira;Santa Rita do Sapucaí;3159605;39;4;929;1.305; R$ -   ;D
Sudeste;RJ;COSTA DOCE;São Fidélis;3304805;15;2;130;15.802; R$ -   ;D
Sudeste;SP;Raízes do Interior Paulista;Tatuí;3554003;127;8;1.798;73.269;R$1.521.533,00;C
Sudeste;MG;Trilha dos Inconfidentes;Entre Rios de Minas;3123908;3;4;0;0; R$ -   ;D
Sudeste;MG;Campo das Vertentes;Itapecerica;3133501;29;3;119;2.624; R$ -   ;D
Sudeste;MG;Montanhas Cafeeiras de Minas;Juruaia;3136900;7;2;0;0; R$ -   ;D
Sudeste;MG;Montanhas Cafeeiras de Minas;Nova Resende;3145109;3;2;0;0; R$ -   ;D
Sudeste;MG;Verde - Trilha dos Bandeirantes;Maravilhas;3139706;3;1;0;0; R$ -   ;D
Nordeste;PB;Vale do Paraíba;Itatuba;2507200;0;0;0;756; R$ -   ;D
Sudeste;MG;Grutas e Mar de Minas;Pimenta;3150505;18;3;0;0; R$ -   ;D
Sul;RS;Rota das Araucárias;Ibiraiaras;4309902;9;1;0;0; R$ -   ;D
Sul;RS;Carbonífera;Minas do Leão;4312252;2;1;0;0; R$ -   ;D
Sudeste;MG;Montanhas e Fé;Raul Soares;3154002;17;4;149;20.556; R$ -   ;D
Sudeste;MG;Trilha dos Inconfidentes;Santa Cruz de Minas;3157336;5;1;0;0; R$ -   ;D
Sudeste;SP;Raízes do Interior Paulista;Cerquilho;3511508;22;3;251;24.897; R$ -   ;D
Sudeste;MG;Trilhas do Rio Doce;Virginópolis;3171808;7;2;0;0; R$ -   ;D
Sul;RS;Rota Missões;São Nicolau;4319208;0;0;0;0; R$ -   ;D
Sul;RS;Vale da Felicidade;São Vendelino;4319752;0;0;75;0; R$ -   ;D
Centro-Oeste;MT;Associação de Turismo da Região Circuito das Águas - Aturcira;Acorizal;5100102;0;0;0;5.928; R$ -   ;D
Sul;RS;Vale Germânico;Santa Maria do Herval;4316956;0;0;0;6.776; R$ -   ;D
Sul;SC;Vale dos Imigrantes;Catanduvas;4204004;13;2;0;0; R$ -   ;D
Sudeste;MG;Trilhas do Rio Doce;Gonzaga;3127503;1;2;0;29.297; R$ -   ;D
Nordeste;BA;Caminhos do Sertão;Santo Estêvão;2928802;0;1;76;26.609; R$ -   ;D
Nordeste;AL;Região da Caatinga;São José da Tapera;2708402;0;0;0;3.499; R$ -   ;D
Norte;AM;Polo Médio Solimões;Anori;1300102;0;0;0;2.685; R$ -   ;D
Norte;AM;Polo Satere;Boa Vista do Ramos;1300680;0;1;296;8.637; R$ -   ;D
Sul;PR;Campos Gerais;Palmeira;4117701;27;6;116;4.945;R$197.322,00;D
Sul;PR;Terra dos Pinheirais;Prudentópolis;4120606;29;6;690;17.039; R$ -   ;C
Sudeste;RJ;VALE DO CAFÉ;Engenheiro Paulo de Frontin;3301801;60;6;80;8.699; R$ -   ;C
Nordeste;RN;Polo Costa das Dunas;Extremoz;2403608;4;3;753;25.072; R$ -   ;D
Nordeste;AL;Lagoas e Mares do Sul;Marechal Deodoro;2704708;125;11;791;22.032;R$251.240,00;C
Nordeste;AL;Quilombos;Mar Vermelho;2704906;0;0;0;3.499; R$ -   ;D
Nordeste;AL;Região da Caatinga;Mata Grande;2705002;0;0;0;2.837; R$ -   ;D
Nordeste;PB;Vale dos Sertões;Maturéia;2509396;0;0;0;0; R$ -   ;D
Nordeste;BA;Chapada Diamantina;Central;2907608;0;0;64;0; R$ -   ;D
Nordeste;BA;Chapada Diamantina;Itaberaba;2914703;39;12;0;43.025;R$274.549,00;C
Nordeste;BA;Caminhos do Jiquiriçá;Milagres;2921302;11;3;104;32.508; R$ -   ;D
Nordeste;RN;Polo Costa Branca;Ipanguaçu;2404705;0;0;0;2.090; R$ -   ;D
Sudeste;SP;MANTIQUEIRA PAULISTA;São Bento do Sapucaí;3548609;27;13;257;18.079;R$612.756,00;C
Norte;TO;Encantos do Jalapao;Ponte Alta do Tocantins;1717909;1;1;0;30.915; R$ -   ;D
Nordeste;AL;Costa dos Corais;Paripueira;2706448;57;4;504;936; R$ -   ;D
Nordeste;AL;Costa dos Corais;Passo de Camaragibe;2706505;33;4;0;5.238; R$ -   ;D
Nordeste;AL;Quilombos;Paulo Jacinto;2706604;0;0;0;903; R$ -   ;D
Nordeste;AL;Caminhos do São Francisco;Penedo;2706703;51;8;449;103.292; R$ -   ;C
Nordeste;PI;Polo das Águas;Barras;2201200;1;1;0;60.711; R$ -   ;C
Nordeste;PI;Polo das Nascentes;Bom Jesus;2201903;28;4;0;42.735; R$ -   ;C
Sul;PR;Campos Gerais;Telêmaco Borba;4127106;177;22;923;19.847;R$1.798.864,00;B
Norte;AC;CAMINHOS DO QUEIJO;Capixaba;1200179;0;0;0;6.387; R$ -   ;D
Nordeste;AL;Quilombos;União dos Palmares;2709301;12;3;0;1.872; R$ -   ;D
Nordeste;SE;Polo Velho Chico;Ilha das Flores;2802700;2;1;0;0; R$ -   ;D
Norte;TO;Bico do Papagaio;Ananás;1701002;1;1;0;0; R$ -   ;D
Sudeste;MG;Velho Chico;Lontra;3138658;0;0;39;0; R$ -   ;D
Sudeste;MG;Trilha dos Inconfidentes;Madre de Deus de Minas;3139102;1;1;0;0; R$ -   ;D
Nordeste;RN;Polo Costa Branca;Pendências;2409902;1;1;0;6.127; R$ -   ;D
Sudeste;RJ;VALE DO CAFÉ;Mendes;3302809;15;3;850;7.494; R$ -   ;D
Norte;RO;POLO TURÍSTICO VALE DO GUAPORÉ;Chupinguaia;1100924;7;3;0;2.851; R$ -   ;D
Norte;RO;POLO TURÍSTICO VALE DO GUAPORÉ;Colorado do Oeste;1100064;1;2;0;0; R$ -   ;D
Norte;AM;Polo Uatumã;Itacoatiara;1301902;33;7;758;94.856;R$67.735,00;C
Sudeste;SP;entre serras e aguas;Nazaré Paulista;3532405;208;16;364;11.219;R$1.658.273,00;C
Norte;PA;Região turística do Carajás;São João do Araguaia;1507508;1;1;0;912; R$ -   ;D
Nordeste;CE;Litoral Extremo Oeste;Acaraú;2300200;9;3;229;77.567; R$ -   ;C
Sudeste;SP;MANTIQUEIRA PAULISTA;Santo Antônio do Pinhal;3548203;119;22;243;19.885;R$1.018.219,00;B
Nordeste;CE;Vale do Jaguaribe;Russas;2311801;16;4;64;50.321; R$ -   ;C
Sudeste;MG;Serras Verdes do Sul de Minas;Bueno Brandão;3109105;84;6;120;0; R$ -   ;C
Sudeste;MG;Caminhos do Cerrado;São Gotardo;3162104;36;6;490;14.505; R$ -   ;C
Nordeste;RN;Polo Agreste/Trairi;Jaçanã;2405009;0;0;0;4.543; R$ -   ;D
Nordeste;PB;Vale do Mamanguape;Jacaraú;2507309;0;0;0;5.929; R$ -   ;D
Norte;PA;Região Turística do Rio Amazonas;Óbidos;1505106;10;3;0;36.532; R$ -   ;D
Sudeste;MG;Verde - Trilha dos Bandeirantes;Pará de Minas;3147105;54;7;404;13.773;R$873.923,00;C
Sul;MS;Bonito / Serra da Bodoquena;Bonito;5002209;666;54;16.968;256.901;R$5.891.010,00;B
Sul;RS;Rota Missões;Santo Ângelo;4317509;64;8;2.643;53.415;R$785.772,00;C
Norte;TO;Encantos do Jalapao;Lizarda;1712405;0;0;207;0; R$ -   ;D
Sul;SC;VALE DAS ÁGUAS;Palmitos;4212106;16;7;0;36.188; R$ -   ;C
Sudeste;SP;Tietê Vivo;Araçatuba;3502804;273;26;3.037;142.507;R$3.237.702,00;B
Sudeste;SP;Águas Sertanejas;Guaíra;3517406;40;9;440;0; R$ -   ;C
Nordeste;PE;FÉ E ARTE;Pedra;2610806;0;0;0;43.953; R$ -   ;D
Nordeste;SE;Polo Costa dos Coqueirais;Estância;2802106;39;10;0;69.021;R$145.816,00;C
Sudeste;MG;Malhas do Sul de Minas;Ouro Fino;3146008;30;6;170;42.160; R$ -   ;C
Centro-Oeste;MT;Região Turística Portal do Agronegócio;Sinop;5107909;263;31;706;264.856;R$2.496.870,00;B
Nordeste;PI;Polo Histórico Cultural;Pio IX;2208205;0;0;170;44.569; R$ -   ;D
Nordeste;RN;Polo Serrano;Caraúbas;2402303;17;2;0;47.316; R$ -   ;C
Norte;PA;Região Turística Xingu;Vitória do Xingu;1508357;7;2;0;0; R$ -   ;D
Norte;RR;Roraima, a Savana Amazônica;Mucajaí;1400308;0;0;0;21.788; R$ -   ;D
Sudeste;SP;TRILHOS E TRILHAS DA BAIXAMOGIANA;Moji Mirim;3530805;105;9;2.437;118.650;R$1.184.847,00;B
Centro-Oeste;GO;Região Turística Vale do Araguaia;Aruanã;5202502;4;3;578;102.682; R$ -   ;C
Sudeste;MG;Alta Mogiana;Araxá;3104007;489;20;1.606;44.499;R$5.861.173,00;B
Sul;MS;Pantanal;Corumbá;5003207;225;34;11.596;78.771;R$1.571.940,00;B
Centro-Oeste;GO;Região Turística Vale do Araguaia;Aragarças;5201702;46;8;0;9.900;R$117.412,00;C
Sul;RS;Delta do Jacuí;Canoas;4304606;194;21;20.409;104.533;R$3.113.973,00;B
Sul;RS;Fronteira;Rosário do Sul;4316402;54;7;4.385;49.939; R$ -   ;C
Sudeste;SP;Região Turística Histórias e Vales;Araras;3503307;92;13;1.552;69.495;R$965.575,00;C
Norte;AP;Região Turística dos Lagos e Pororoca;Tartarugalzinho;1600709;0;0;0;6.613; R$ -   ;D
Nordeste;CE;Cariri;Brejo Santo;2302503;1;2;0;18.126; R$ -   ;D
Norte;AC;Caminhos das Aldeias e da Biodiversidade;Cruzeiro do Sul;1200203;116;11;481;24.475;R$241.310,00;C
Nordeste;BA;Chapada Diamantina;Seabra;2929909;41;14;46;2.345;R$372.065,00;C
Nordeste;PI;Polo das Nascentes;Gilbués;2204402;14;2;0;51.761; R$ -   ;C
Sudeste;SP;Região Turística Histórias e Vales;Leme;3526704;134;9;1.265;0; R$ -   ;C
Nordeste;MA;Polo Floresta dos Guarás;Mirinzal;2106805;0;0;66;18.458; R$ -   ;D
Norte;AP;Região Turística Cabo Orange;Calçoene;1600204;0;0;0;12.450; R$ -   ;D
Nordeste;CE;Centro Sul/ Vale do Salgado;Icó;2305407;1;1;68;3.986; R$ -   ;D
Sul;SC;Vale dos Imigrantes;Caçador;4203006;41;7;852;76.079;R$852.473,00;C
Sudeste;MG;Serras de Minas;Ubá;3169901;77;10;652;14.420;R$745.067,00;C
Sudeste;MG;Noroeste das Gerais e Alto Paranaíba;Unaí;3170404;135;17;606;50.011;R$1.137.023,00;B
Norte;RR;Águas e Florestas da Linha do Equador;Caracaraí;1400209;2;3;0;26.645; R$ -   ;D
Sudeste;SP;Lagamar;Cananéia;3509908;78;20;1.077;37.775;R$454.292,00;C
Nordeste;BA;Caminhos do Oeste;Ibotirama;2913200;52;7;350;4.818; R$ -   ;C
Sul;MS;Grande Dourados;Ponta Porã;5006606;173;14;1.819;216.544;R$1.724.616,00;B
Sul;MS;Bonito / Serra da Bodoquena;Porto Murtinho;5006903;10;5;0;6.108;R$112.206,00;D
Nordeste;BA;Chapada Diamantina;Palmeiras;2923506;30;9;2.655;6.033;R$263.206,00;C
Sudeste;ES;Montanhas Capixabas;Venda Nova do Imigrante;3205069;81;7;247;4.713; R$ -   ;C
Nordeste;RN;Polo Serrano;José da Penha;2406007;0;0;0;14.505; R$ -   ;D
Sudeste;SP;Bem Viver;Americana;3501608;160;16;4.763;70.944;R$1.940.317,00;B
Norte;TO;Encantos do Jalapao;Mateiros;1712702;6;2;0;19.961; R$ -   ;D
Norte;PA;Região Turística das Florestas do Marajó;Breves;1501808;3;1;319;9.322; R$ -   ;D
Nordeste;PB;Seridó e Curimataú;Araruna;2501005;0;0;0;3.721; R$ -   ;D
Sul;SC;Encantos do Sul SC;Imbituba;4207304;460;72;17.100;40.471;R$4.151.959,00;B
Nordeste;MA;Polo Lençóis Maranhenses;Humberto de Campos;2105005;0;1;0;917; R$ -   ;D
Nordeste;MA;Polo Lençóis Maranhenses;Santo Amaro do Maranhão;2110278;16;3;199;0; R$ -   ;D
Sul;SC;Encantos do Sul SC;Garopaba;4205704;209;38;64.926;150.856;R$1.147.639,00;B
Sudeste;SP;Cavernas da Mata Atlântica;Apiaí;3502705;21;10;223;0; R$ -   ;C
Sudeste;SP;Lagos do Rio Grande;Ituverava;3524105;48;8;372;11.025; R$ -   ;C
Sul;RS;Delta do Jacuí;Gravataí;4309209;62;7;2.817;25.412;R$622.297,00;C
Sul;RS;Delta do Jacuí;Viamão;4323002;107;5;458;54.526;R$830.994,00;C
Sul;SC;Caminhos da Fronteira;São Miguel do Oeste;4217204;79;5;1.401;87.619; R$ -   ;C
Sudeste;MG;Vale Verde e Quedas D'Água;Lavras;3138203;149;15;2.018;14.505;R$1.539.462,00;C
Centro-Oeste;MT;Região Turística Rota dos Ipês e das Águas;Primavera do Leste;5107040;154;25;922;150.883;R$1.459.295,00;B
Sudeste;SP;Lagos do Rio Grande;Miguelópolis;3529708;2;3;0;40.687; R$ -   ;C
Sudeste;SP;Serra do Itaqueri;Águas de São Pedro;3500600;110;12;706;78.281;R$1.467.464,00;C
Sul;PR;Rotas do Pinhão;Lapa;4113205;12;7;796;17.011;R$77.292,00;C
Sul;PR;Litoral do Paraná;Morretes;4116208;57;11;1.355;14.765;R$202.463,00;C
Sudeste;MG;Noroeste das Gerais e Alto Paranaíba;Patos de Minas;3148004;266;25;3.627;99.868;R$2.095.019,00;B
Sudeste;SP;Picos da Mantiqueira;Cruzeiro;3513405;51;11;839;496;R$193.917,00;C
Sudeste;SP;Mananciais, Aventura e Arte;Vargem Grande Paulista;3556453;48;5;0;15.985; R$ -   ;C
Sudeste;MG;Nascentes das Gerais e Canastra;Delfinópolis;3121209;17;10;0;0; R$ -   ;C
Nordeste;BA;Costa das Baleias;Alcobaça;2900801;24;12;267;91.095; R$ -   ;C
Nordeste;BA;Caminhos do Jiquiriçá;Amargosa;2901007;21;3;64;65.323; R$ -   ;C
Nordeste;BA;Baía de Todos os Santos;Cachoeira;2904902;53;9;1.746;31.752; R$ -   ;C
